url,title,description,hits,duration,likes,dislikes,comments_count,author_id,created_ts,publication_ts
ba632beb8e03c959d3d83c68f72bcc3e,2017_09_14_Госавтоинспекция Севастополя провела акцию «Шагающий автобус»,"Госавтоинспекция Севастополя провела акцию «Шагающий автобус»
(Новость от 14 Сентября 2017)
Мероприятие прошло в рамках профилактического мероприятия «Внимание – дети!». В нем также принял участие представитель аппарата Уполномоченного по правам ребенка в городе Севастополе.

Акция прошла в одной из городских школ. Ее задачей стало развитие у детей навыков безопасного поведения на дороге, умение ориентироваться в сложной дорожной обстановке, а также изучение дорожных знаков и сигналов светофора на практике. Перед началом мероприятия инспектор группы пропаганды безопасности дорожного движения Рената Майборода провела с участниками акции беседу-инструктаж, в ходе которой напомнила школьникам основные правила безопасного перехода проезжей части дороги, акцентировала внимание на опасности игр вблизи проезжей части и рассказала о предстоящем маршруте «Шагающего автобуса».

После беседы школьники надели световозвращающие жилеты, взяли в руки воздушные шары и флажки с символикой мероприятия и в сопровождении автоинспекторов и педагогов направились по заданному маршруту. Приближаясь к нерегулируемому пешеходному переходу, автоинспектор рассказала участникам акции об особенностях данного перехода и об опасностях, которые могут ждать юного пешехода на проезжей части. Кроме того, она обратила внимание школьников на типичные ошибки, которые допускают пешеходы, переходя дорогу.

Под руководством автоинспекторов юные участники акции организованной колонной учились безопасно переходить дорогу по пешеходному переходу.

В завершение мероприятия полицейские еще раз напомнили детям о необходимости соблюдения Правил дорожного движения, пожелали им успехов в учёбе и сфотографировались с участниками акции.",7,77,0,0,0,25506090,2022-04-07T10:10:50,
c001fd73ed171daeee54943374d9d422,Новости Региона день 15.07.2021.mp4,,126,1058,0,0,0,25016118,2022-04-08T15:15:11,
c18384e6f3b6eb85de5aa634e9600819,"2021,04,06.mp4",,5,3576,0,0,0,25387857,2022-04-07T14:05:59,
c7157823bf8933e4a200168ff4b77df3,Новости Региона день 15.01.2021.mp4,,1312,1083,0,0,0,25016118,2022-04-05T07:00:31,
d0490b2c2909a2f4428aea4ba306fb98,19 февраля 2021,,20,776,0,0,0,24793430,2022-04-06T13:21:03,
d238754af6b352be179f56a7612ed289,Об экспортном потенциале Орловской области.,"Сегодня, когда в стране взят курс на экспорт сельхозпродукции, в том числе животноводческой, задача Россельхознадзора - помочь отечественным производителям выйти на внешние рынки. Управлением Россельхознадзора по Орловской и Курской проводится большая работа в этом направлении. Есть результаты. Уже в марте Верховский молочный консервный завод планирует отгрузить первые партии сгущенного молока.",13,627,0,0,0,25107363,2022-03-30T12:17:56,
d6595bbc669fffac442179b6ede485bf,В Ярцевском районе задержаны наркозакладчики с сотней доз запрещенного вещества,,49,37,0,0,0,24120337,2022-04-21T22:25:44,
e1a1697841e2f333e1392cef7389d9d5,Новости Региона вечер 11.03.2021.mp4,,404,1670,0,0,0,25016118,2022-04-05T08:31:10,
e28f02da58887e3ddc337ada9a44b75a,МВД 18 от 13.07.2018г.,,9,526,0,0,0,25510053,2022-04-08T13:27:26,
e34c2eb503d23c068831ca456c78fdde,Новости Региона вечер 05.10.2021.mp4,,96,1666,0,0,0,25016118,2022-04-12T08:50:13,
e4482a58a8bb11cfae1ab42983ada960,Участковый уполномоченный полиции в течение часа установил подозреваемых в двойном убийстве,"В Томской области участковый уполномоченный полиции в течение часа установил подозреваемых в двойном убийстве

22 октября 2021 года в с. Комсомольск Первомайского района в утреннее время на телефон участкового уполномоченного полиции капитана полиции Александра Гришкевича поступил звонок от местного жителя, который сообщил полицейскому, что в конце ул. Рабочая ближе к берегу р. Чулым стоит автомобиль отечественного производства, в котором, вероятно, находится тело человека без признаков жизни.

Сотрудник полиции незамедлительно прибыл на место происшествия, где в ходе визуального осмотра обнаружил в салоне автомобиля ВАЗ-21061 тела двоих мужчин с колото-резаными ранениями, после чего сообщил о произошедшем в дежурную часть отделения полиции «Первомайское» МО МВД России «Асиновский».

Полицейский, опознав тело 62-летнего мужчины, начал проводить опрос местных жителей. Установленные и опрошенные свидетели и очевидцы помогли Александру Гришкевичу выйти на след предполагаемых злоумышленников.

В результате слаженных действий участковый уполномоченный полиции совместно с прибывшим на место начальником ОУУПиПДН ОП «Первомайское» МО МВД России «Асиновский» майором полиции Алексеем Виденькиным, задержали двоих местных жителей, причастных к совершению преступления. Полицейскими по месту жительства задержанных были обнаружены вещественные доказательства и орудия совершения преступления.

Подозреваемые доставлены в следственное подразделение СУ СК России по Томской области.

#мвд #мвдроссии #мвд70 #полиция #полициятомска #томск #mvd #mvdrf #mvdrussia #police #tomsk #новостивтомске #томскиеновости #tomsknews",9,79,0,0,0,25384647,2022-04-06T11:00:42,
e8aa0ef3dca65f7019347013bb77c351,Новости Региона день 21.04.2020.mp4,,63,825,0,0,0,25016118,2022-03-31T10:57:55,
ec8fbbcea1cb2443b70dd2effb5b3f18,Сфера Интересов_Татьяна Будкина,,27,1299,0,0,0,24202558,2022-05-01T13:52:02,
ee462de6dd03d833e3ef8b93141e98cd,В Томске полицейские совместно с общественниками провели профилактическое мероприятие «Пешеход»,"В Томске полицейские совместно с общественниками и дружинниками провели профилактическое мероприятие «Пешеход»
https://70.xn--b1aew.xn--p1ai/news/it...

Накануне на территории города Томска, с целью предупреждения дорожно-транспортных происшествий с участием пешеходов, сотрудники полиции организовали проведение профилактического мероприятие «Пешеход».

В рейдовых мероприятиях приняли участие советник комитета общественной безопасности администрации города Томска Лариса Питинова и более 30 представителей Добровольных народных дружин из Октябрьского района города Томска, а также студенты Томского государственного университета, Томского аграрного колледжа и Томского техникума водного транспорта и судоходства.

Перед заступлением на службу нарядов ДПС и дружинников, Главный государственный инспектор безопасности дорожного движения Томской области Александр Золотарев отметил, что предупреждение дорожно-транспортных происшествий с участием пешеходов имеет очень большое значение, так как данный вид ДТП составляет 35% от числа происшествий в Томской области. Руководитель Госавтоинспекции региона поблагодарил дружинников за их активную гражданскую позицию и помощь сотрудникам ГИБДД в обеспечении безопасности дорожного движения.

Места несения службы инспекторов и дружинников были приближены к нерегулируемым пешеходным переходам и местам концентрации дорожно-транспортных происшествий с участием пешеходов.

В ходе мероприятия сотрудниками ГИБДД выявлено 200 нарушений Правил дорожного движения, из них 30 нарушений допустили пешеходы, 24 водителя привлечены к ответственности за непредоставление преимущества в движении пешеходам.

Более 400 профилактических бесед проведено общественниками и полицейскими с участниками дорожного движения. Особое внимание уделялось пожилым и самым юным пешеходам, им напомнили о правилах безопасного перехода через дорогу и вручили световозвращающие элементы, делающие пешеходов «заметнее» для водителей в темное время суток и в условиях недостаточной видимости.

Госавтоинспекция Томской области призывает всех участников дорожного движения соблюдать Правила дорожного движения, быть внимательными и осторожными и с уважением относиться друг к другу.",9,70,0,0,0,25384647,2022-04-07T06:41:07,
eea5622419e3d1e6963bf6644404a0c9,«Круглый стол» _ День самоуправления _ средняя школа №7,,4,258,0,0,0,25015562,2022-04-05T11:30:27,
f0ce81fcd64bb195e2ba1048dd281c21,Духовные гости из Магнитогорска перенимают грантовый опыт Златоустовской епархии,"В это воскресенье смотрите новый выпуск программы «День седьмой». Ведущая Юлия Костюшева расскажет о представителях Магнитогорска. Гости посетили несколько социальных учреждений города, в том числе и Православную школу.",5,40,0,0,0,6007239,2022-04-22T15:57:12,
f5ebc83cd4afd8e2a841784b4cb4c2c9,Новости Региона вечер 23.12.2020.mp4,,91,1366,0,0,0,25016118,2022-04-04T11:16:41,
52a4ff2909f446649ce3961342d09b83,"Тимура иванова погубила роковая женщина, экс-супруга Светлана Захарова, и её страсть к роскоши","Громкий арест заместителя министра обороны России Тимура Иванова стал главной темой прошедшей недели. Чиновника обвиняют в получении взятки в особо крупном размере, однако он свою вину не признает. После его задержания появились слухи, что бывшая жена подозреваемого Светлана Захарова тоже может быть арестована. Светская львица хоть и в разводе с Ивановым, но живет, как у Христа за пазухой. Расскажем, что известно о ней. 

Яндекс Дзен ► https://zen.yandex.ru/sveshey
👉 Boosty - https://boosty.to/sutiveshey",1,442,0,0,0,1373953,2024-04-28T12:28:24,2024-04-28T12:31:47
6d9048e9a55d47e360bf44d2106bcad0,Хоббихорсинг прискакал в Россию. В чем фишка езды на воображаемой лошади и почему это так популярно,"⭕️Подпишитесь на канал 360: https://rutube.ru/channel/23501555/

Скачки на деревянных лошадях спортом не назовёшь. По крайней мере пока. Однако, для хоббихорсинга требуется серьезная физическая подготовка. Чтобы исполнять элементы на уровне настоящего конного спорта и прыгать через метровые барьеры нужны постоянные тренировки. Первые турниры по воображаемым скачкам начали устраивать финны в 2010 году. С тех пор популярность деревянного конного спорта растет. Добрался он и до России вместе со своей собственной федерацией, денежными призами и турнирами. Как взрослые люди играют в лошадей и в чём суть, смотрите в нашем материале.

#Телеканал360 #Россия #хоббихорсинг #спорт #турнир #дети #хорс #скачки #конкур #судьи #шригада #ЕленаЛюбимова

⭕️Подписывайтесь на наши другие соцсети!",10,163,0,0,0,23501555,2024-04-28T12:29:52,2024-04-28T12:31:47
6d751e43a78538bc801b59fc2e868ebb,"На взрыв Крымского моста намекнули в Литве / Трофейный ""Леопард"" в Москве / РЕН Новости 28.04, 12:30","Прямо сейчас смотрите новости:

- Литововский дипломат намекнул на готовящийся удар по Крымской инфраструктуре — его тут же записали в террористы

- В Парк победы на Поклонной горе доставили один из главных экспонатов для выставки трофейной техники — немецкий танк ""Леопард"". Уже 1 мая можно будет осмотреть все захваченные машины 

- Настощая лавина из кирпичей сошла на одну из горных дорог в Дагестане. Это произошло когда водитель грузовика не вошел в крутой поворот

Главное к этому часу — в нашей трансляции!",73,0,0,0,0,23872149,2024-04-28T12:22:25,2024-04-28T12:30:44
ce6fe65ef80eada221cf7d01453befc9,Тарасы совершили побег из концлагеря мастерски преодолев границу Украины,"Источник видео - Александр Лапиков.


Украинские парни заранее сделали подкоп и надули две резиновые лодки, чтобы преодолеть реку Тису. 

В назначенное время, рано утром, пока внимание пограничников было рассеянным, 11 тарасиков преодолели границу и успешно переправились в Молдавию",3,28,0,0,0,25644480,2024-04-28T12:29:35,2024-04-28T12:30:11
278e98ea981b2ae9adbdcb361f3ec80a,10 ОЧАГОВ КОРИ ВЫЯВИЛИ В СОЛНЕЧНОМ,"В красноярском микрорайоне Солнечный зафиксировали 10 очагов кори. Жителей двух домов посадили на карантин.

Еще больше новостей в нашем Telegram - канале @kanal8_krsk",2,151,0,0,0,24193861,2024-04-28T05:14:20,2024-04-28T12:30:06
4b31acf3c2cf8cde4c01f0aebb59c9e7,"Заксобрание Ленобласти провело традиционный автопробег «Никто не забыт, ничто не забыто»",Автомобильная колонна побывала в трех районах региона. Участие приняли около ста машин. Также в рамках мероприятия состоялось торжественное открытие акции «Вахта Памяти-2024». Корреспондент ЛенТВ24 Яна Собора расскажет подробнее.,0,190,0,0,0,23490401,2024-04-28T11:28:12,2024-04-28T12:30:06
9e1e748f2de9691b36aa02fa07e0175a,Первый спа-вагон с сауной от РЖД,"Поддержка автора► 
2202 2063 9587 6621 Сбербанк
https://www.donationalerts.com/r/pasha_king
Телеграмм►https://t.me/pasha_klng
Плейлист со всеми коротульками► https://clck.ru/397uJf
Плейлист со всеми полными УОТ ТАК ВОТ новостями► https://clck.ru/397uNA 
Канал на Дзене ►https://dzen.ru/id/5d4d089844742600ad04cd0e
Канал с летсплеями и записями стримов ► https://dzen.ru/id/6501aa9dffb3f010e7d595cf
Игровой Youtube канал►https://www.youtube.com/channel/UCwl8BkEZuKH4invGpj3QJzw/
РЖД показали первый спа-вагон с сауной. 

Он оборудован сауной, душем, местом для стирки и глажки белья. Курсировать такой вагон будет в составе поезда «Жемчужина Кавказа».",3,49,0,0,0,6182632,2024-04-28T12:23:44,2024-04-28T12:29:53
7fb26c486a232cf1dd6e72898b9f6cb3,В Красноселькупской детской школе искусств прошёл вечер бардовской песни,"В Красноселькупской детской школе искусств прошёл вечер бардовской песни. Преподаватели и ученики исполнили произведения именитых певцов ХХ века: Булата Окуджавы, Юрия Визбора и Олега Митяева.

Наши ресурсы:

Telegram: 
https://t.me/smi_Krasnoselkup
Сайт: 
http://tvkalliance.ru
ВКонтакте: 
https://vk.com/smi_krasnoselkup
Одноклассники:
https://ok.ru/mbusmikras

#Красноселькупскийрайон",0,118,0,0,0,25007605,2024-04-28T12:20:52,2024-04-28T12:28:49
f7d9ee1f77472ae6d550f67917580543,Заявления премьера Великобритании Риши Сунака:,"🇬🇧Заявления премьера Великобритании Риши Сунака:

▪️Действия оси авторитарных стран - Ирана, России, Северной Кореи и Китая - с ценностями, отличающимися от наших, всё более агрессивны;

▪️Эти страны и их прокси вызывают всё больше нестабильности во всё большем количестве мест одновременно;

▪️Есть те, кто думает, что это далёкие от нас проблемы, но это не так, они напрямую угрожают безопасности и процветанию Соединённого Королевства;

▪️Россия уже травила людей химическим оружием на территории Англии, она предоставляет Ирану технологии взамен на оружие. Я лично видел, какие разрушения «Шахеды» причиняли в Украине;

▪️Иран с помощью прокси нападает на наши суда в Красном Море, которые доставляют необходимые товары;

▪️Северная Корея поставляет оружие России, а её хакеры атакуют британские предприятия;

▪️Китай проводит большую модернизацию своих войск, создавая потенциальный очаг напряжённости в Индо-Тихоокеанском регионе, который может повлиять на экономику сильнее, чем эпидемия COVID-19;

▪️Новая агрессия авторитарных стран, далёких от наших берёгов, должна быть принята во внимание, поскольку они объединились против наших фундаментальных ценностей: демократии, свободы и верховенства закона.

▪️Британия переведёт свою оборонную промышленность в режим военного времени, — премьер Великобритании Сунак.

Также он заявил о намерение Лондона нарастить оборонные расходы до 2,5% ВВП к 2030 году: за 6 лет британские власти дополнительно инвестируют в ВПК 75 миллиардов фунтов.

🤡 Какую чушь несёт этот человек",5,14,0,0,0,28059561,2024-04-28T12:28:15,2024-04-28T12:28:15
01942d56d9113d83a9ab15c760aea80a,Заявление начальника пресс-центра группировки «Днепр»,"На Херсонском направлении группировка войск (сил) «Днепр» вела успешные наступательные и штурмовые действия на Ореховском направлении в н.п. Работино, занимала оборону на левом берегу р. Днепр, вела борьбу с БЛА противника, контрбатарейную борьбу для пресечения артиллерийских ударов ВСУ по гражданским объектам, уничтожала живую силу, технику и пункты временной дислокации противника на правом берегу р. Днепр.

В течение суток потери противника составили: до 45 военнослужащих, четыре плавсредства, в ходе контрбатарейной борьбы уничтожены пять орудий и минометов, артиллерийскими ударами и применением ударных БЛА уничтожены 5 автомобилей различного назначения, огнем ПВО и средствами РЭБ подавлено управление и сбито 73 разведывательных и ударных БЛА, также поражены 13 пунктов управления БЛА.

Минобороны РФ.

Наш сайт: https://1big.ru

#армияроссии
#министерствообороны",2,53,0,0,0,580087,2024-04-28T12:27:24,2024-04-28T12:27:40
319a7e845a7d8db7b1b8b3deebdf231b,Заявление начальника пресс-центра группировки «Центр»,"Группировка войск «Центр» продолжает выполнять боевые задачи в зоне проведения специальной военной операции.

В течение суток огневое поражение нанесено 370 выявленным целям противника, в том числе станции радиоэлектронной борьбы, более 30 пунктам временной дислокации, около 100 позициям полевой артиллерии.

Кроме этого, подразделениями группировки при огневой поддержке артиллерии и авиации нанесено поражение живой силе и технике формирований 23, 24, 100 механизированных, 142 пехотной бригад и 77 десантно-штурмовому полку ВСУ в районах населенных пунктов Очеретино, Уманское, Первомайское.

Потери противника составили до 395 военнослужащих. Уничтожены две боевые машины пехоты, в том числе «Мардер» производства ФРГ, самоходная артиллерийская установка «Гвоздика», четыре 120-мм миномёта, два пункта управления беспилотной авиации, сбиты четыре беспилотных летательных аппарата.

Минобороны РФ.

Наш сайт: https://1big.ru

#армияроссии
#министерствообороны",2,66,0,0,0,580087,2024-04-28T12:26:13,2024-04-28T12:26:53
bf74e017a45c5d32667e0915dcb8fe2d,Со дня рождения выдающегося актера Донатаса Баниониса исполняется 100 лет,"Донатас Банионис - артист, который подарил нам десятки сильных образов. Харизма, улыбка, которая завораживала зрителей. А еще особое отношение к своим персонажам, каждый для него - целая вселенная. Он добился успехов и в театре, и в кино.",11,359,1,0,1,23460655,2024-04-28T12:26:13,2024-04-28T12:26:14
0d055f8b3618b0090a04b2da70a5191a,В Вербное воскресенье Патриарх Кирилл провел литургию в храме Христа Спасителя,"Православные верующие отмечают Вербное воскресенье. Это день, когда, по преданию, Иисус вошел в Иерусалим. Его встречали как спасителя, устилали дорогу листьями пальмы. Именно их символизируют веточки вербы, которые сегодня освящают в церквях.",27,27,2,0,1,23460655,2024-04-28T12:26:11,2024-04-28T12:26:12
84e44ced48b128d5a3a02f62b8b6f17d,"Победителем 12-го сезона вокального шоу ""Голос"" стал Богдан Шувалов","Невероятный накал эмоций и запредельная борьба. Грандиозный финал главного музыкального шоу страны ""Голос"". Победителя 12-го сезона выбрали зрители, а это было непросто! Настолько сильные вокалисты и номера.",34,304,0,0,0,23460655,2024-04-28T12:26:09,2024-04-28T12:26:10
b406a9f9ca6b7405ad825e1643500f2b,В Сербии на награждении Чемпионата Европы по боксу прервался российский гимн,"Чемпионат Европы по боксу проходил в Белграде. Во время награждения нашей спортсменки Юлии Чумгалаковой, которая завоевала золотую медаль, прервался российский гимн. Но болельщики в зале не растерялись и исполнили его а капелла.",12,60,1,0,1,23460655,2024-04-28T12:26:05,2024-04-28T12:26:07
c7cfaf021998b61d04c3a78634f9c887,«Киркоров против Галкина. Тайна иноагента» | «Новые русские сенсации»,"Тайна, которую знали только трое — Киркоров, Пугачёва и иноагент Галкин. Почему Алла встала и ушла? Зачем она вступила в сговор с иноагентом, как они готовили свержение короля и свое бегство в Израиль?

Все выпуски «Новых русских сенсаций»: https://rutube.ru/plst/101360/",178,2703,7,0,0,23178409,2024-04-28T12:00:06,2024-04-28T12:25:59
ad29e06b9c9015fde367034e047f9c44,На Северном и Южном речных вокзалах пройдет праздник в честь открытия летней навигации - Москва 24,"На Северном и Южном речных вокзалах пройдет праздник в честь открытия летней навигации. Для гостей подготовили более 20 мероприятий, тематический квест, костюмированный парад-карнавал, мастер-классы, выступление музыкантов и много других сюрпризов. 

Подробнее – в эфире телеканала Москва 24. 

#москва24 #м24 
Мы в социальных сетях:
Вконтакте: https://vk.com/infomoscow24
Одноклассники: https://ok.ru/infomoscow24
Telegram: https://t.me/infomoscow24
Москва 24 - это новости 24 часа в прямом эфире.
Наши корреспонденты освещают все важные события города.
Политика, экономика, спорт, юмор, погода, интервью, специальные репортажи, происшествия и многое другое вы увидите первыми в прямом эфире",3,85,0,0,0,24309939,2024-04-28T12:25:55,2024-04-28T12:25:55
72ea1f2dc612270fbb86f793b4053264,Не рабы придумали компактный способ размещения мертвых ВСУшников.,"😁Не рабы придумали компактный способ размещения мертвых ВСУшников. 

Согласно расчетам, разработка позволит организовать захоронение целого взвода, даже в дворовой клумбе.",9,18,0,0,2,28059561,2024-04-28T12:25:51,2024-04-28T12:25:51
fdea9493ca69af5b5ed6ba323147adc0,📸Столкновение двух грузовиков на МКАДе!,"На 68 км МКАД в перестраивающийся грузовик врезался другой грузовой автомобиль, не успевший среагировать и затормозить. 

Водители! Будьте внимательны за рулем: таких ситуаций на дорогах – тьма, необходимо постоянно быть начеку. 

Инциденты на МКАД, СВХ и СДКП фиксируются высокоинтеллектуальными комплексами видеоаналитики от ГКУ ЦОДД, которые устанавливает и обслуживают «СпецДорПроект». 

👀Подписывайся на наш канал! А в случае ДТП на МКАД запрашивай запись в ГКУ ЦОДД  — codd@transport.mos.ru",5,34,0,0,0,24158815,2024-03-26T12:27:14,2024-04-28T12:23:55
649be2352549e960cb01defb5926859f,Многопрофильные стационары Москвы переведут на новый стандарт медпомощи к концу года - Москва 24,"В Москве к концу года все многопрофильные стационары будут работать по новому стандарту экстренной медпомощи. В столице реконструируют и переоснащают больницы. 

Вместе с тем идет и масштабная модернизация городских поликлиник. До конца 2025 года планируют закончить ремонт в 140 амбулаториях города. Что именно там изменится? Подробнее – в эфире телеканала Москва 24. 

#москва24 #м24 
Мы в социальных сетях:
Вконтакте: https://vk.com/infomoscow24
Одноклассники: https://ok.ru/infomoscow24
Telegram: https://t.me/infomoscow24
Москва 24 - это новости 24 часа в прямом эфире.
Наши корреспонденты освещают все важные события города.
Политика, экономика, спорт, юмор, погода, интервью, специальные репортажи, происшествия и многое другое вы увидите первыми в прямом эфире",4,317,0,0,0,24309939,2024-04-28T12:23:35,2024-04-28T12:23:35
f116149006f939a77bd89bec34d1497e,"В Звенигороде обновили Московскую, Некрасовскую улицы","Расширили тротуары, проложили плитку, сделали пешеходные переходы и зоны отдыха. Установили клумбы и дополнительные столы со стульями. 

#Звенигород #Туристы #Обновили #Область #шригада",5,60,0,0,0,34575515,2024-04-28T12:21:21,2024-04-28T12:23:19
a9e38282934ffc2a01c0c911826f2a21,Стесняюсь спросить / Коварные бактерии / Карина Гончарова / 29.04.24,"- Урогенитальный хламидиоз не опасен для здоровья беременной женщины и плода?
- Есть бесплатный вариант сдачи анализа на ИППП?
- Насколько можно доверять лабораторному результату ПЦР-теста на ИППП?
- Когда лучше сдавать анализы на ИППП?

На вопросы отвечает акушер-гинеколог, УЗ-диагност Владивостокской клинической больницы №4 Карина Гончарова.",4,295,0,0,0,24245491,2024-04-28T12:18:40,2024-04-28T12:23:14
355258a9feb73845a9943e238811a50d,Городская парковка будет бесплатной в майские праздники - Москва 24,"Городская парковка в Москве будет бесплатной 29 и 30 апреля, а также 1, 9, 10 и 11 мая. Однако это не касается площадок со шлагбаумами. 

Кроме того, 12 мая необходимо будет оплачивать парковку только на улицах с тарифами 380 и 450 рублей в час. Подробнее – в эфире телеканала Москва 24. 

#москва24 #м24 
Мы в социальных сетях:
Вконтакте: https://vk.com/infomoscow24
Одноклассники: https://ok.ru/infomoscow24
Telegram: https://t.me/infomoscow24
Москва 24 - это новости 24 часа в прямом эфире.
Наши корреспонденты освещают все важные события города.
Политика, экономика, спорт, юмор, погода, интервью, специальные репортажи, происшествия и многое другое вы увидите первыми в прямом эфире",2,21,0,0,0,24309939,2024-04-28T12:22:03,2024-04-28T12:22:03
7d0cd866e174b3e14906b4b08a2e08cc,На Китай обрушился мощный торнадо,"Жертвами разрушительного торнадо в Китае стали, по меньшей мере, пять человек, еще больше 30-и - получили травмы. Стихия ударила по городу Гуанчжоу. Очевидцы выкладывают в сеть кадры, на которых огромный вихрь крушит здания, поднимает и разбрасывает обломки.",32,27,1,0,1,23460655,2024-04-28T12:21:17,2024-04-28T12:21:18
03f388fb5f4b6218c6f7c4502f31b224,"Поздравления с профессиональным праздником принимают те, чье призвание спасать жизни и здоровье д...","В России отмечают День работника скорой медицинской помощи. Профессионалы высочайшего класса со стальной выдержкой и полной самоотдачей, каждый год они выезжают на 45 миллионов вызовов.",16,34,2,0,1,23460655,2024-04-28T12:21:12,2024-04-28T12:21:14
7eb480a9f167e1481746b2e90b32c625,Экипажи БМП-3 уничтожили расчеты противотанкового ракетного комплекса и пулемета ВСУ,"Мотострелки ""Западной"" группировки войск ликвидировали огневые точки боевиков, замаскированные в лесополосе. Били прямой наводкой из БМП-3. Уничтожены расчеты противотанкового ракетного комплекса и пулемета.",14,27,2,0,1,23460655,2024-04-28T12:21:07,2024-04-28T12:21:09
